Table name,State,District,Area Name,Last residence,"Last residence","Place of enumeration",Total migrants-Persons,Total migrants-Males,Total migrants-Females,Duration (<1 year)-Persons,Duration (<1 year)-Males,Duration (<1 year)-Females,Duration (1-4 years)-Persons,Duration (1-4 years)-Males,Duration (1-4 years)-Females,Duration(5-9 years)-Persons,Duration (5-9 years)-Males,Duration (5-9 years)-Females,Duration (10-19 years)-Persons,Duration (10-19 years)-Males,Duration (10-19 years)-Females,Duration(20+ years)-Persons,Duration (20+) Males,Duration (20+ years)-Females,Duration (not stated)-Persons,Duration (not stated)-Males,Duration (not stated)-Females
D0302,0,0,INDIA,Andhra Pradesh,Total,Total,2030004,834468,1195536,137280,70049,67231,414202,182693,231509,315011,130579,184432,384728,146574,238154,576322,215477,360845,202461,89096,113365
D0302,0,0,INDIA,Andhra Pradesh,Total,Rural,587273,158638,428635,42140,21563,20577,98247,31757,66490,82309,21602,60707,112348,24518,87830,202525,40992,161533,49704,18206,31498
D0302,0,0,INDIA,Andhra Pradesh,Total,Urban,1442731,675830,766901,95140,48486,46654,315955,150936,165019,232702,108977,123725,272380,122056,150324,373797,174485,199312,152757,70890,81867
D0302,0,0,INDIA,Andhra Pradesh,Rural,Total,957813,356127,601686,55299,27125,28174,169428,67552,101876,151081,57749,93332,201059,70819,130240,333079,113797,219282,47867,19085,28782
D0302,0,0,INDIA,Andhra Pradesh,Rural,Rural,428367,101399,326968,24856,11599,13257,66511,18958,47553,60826,14520,46306,87153,17212,69941,168455,32518,135937,20566,6592,13974
D0302,0,0,INDIA,Andhra Pradesh,Rural,Urban,529446,254728,274718,30443,15526,14917,102917,48594,54323,90255,43229,47026,113906,53607,60299,164624,81279,83345,27301,12493,14808
D0302,0,0,INDIA,Andhra Pradesh,Urban,Total,931689,420383,511306,75566,39906,35660,227057,107732,119325,148877,66771,82106,166812,69449,97363,214744,91505,123239,98633,45020,53613
D0302,0,0,INDIA,Andhra Pradesh,Urban,Rural,113340,42961,70379,15173,9024,6149,26950,11288,15662,17381,6016,11365,20414,6222,14192,24376,6539,17837,9046,3872,5174
D0302,0,0,INDIA,Andhra Pradesh,Urban,Urban,818349,377422,440927,60393,30882,29511,200107,96444,103663,131496,60755,70741,146398,63227,83171,190368,84966,105402,89587,41148,48439
D0302,0,0,INDIA,Karnataka,Total,Total,2502956,986004,1516952,164169,80287,83882,430730,174282,256448,362106,137411,224695,528689,194041,334648,779396,299196,480200,237866,100787,137079
D0302,0,0,INDIA,Karnataka,Total,Rural,980001,289723,690278,77714,37678,40036,155034,49247,105787,139597,39719,99878,210246,55607,154639,295598,69457,226141,101812,38015,63797
D0302,0,0,INDIA,Karnataka,Total,Urban,1522955,696281,826674,86455,42609,43846,275696,125035,150661,222509,97692,124817,318443,138434,180009,483798,229739,254059,136054,62772,73282
D0302,0,0,INDIA,Karnataka,Rural,Total,1346447,494728,851719,88848,42372,46476,214655,80689,133966,196831,70131,126700,306102,106031,200071,469220,168191,301029,70791,27314,43477
D0302,0,0,INDIA,Karnataka,Rural,Rural,694917,186156,508761,53630,24905,28725,105197,30578,74619,99477,25989,73488,157397,38518,118879,237897,52381,185516,41319,13785,27534
D0302,0,0,INDIA,Karnataka,Rural,Urban,651530,308572,342958,35218,17467,17751,109458,50111,59347,97354,44142,53212,148705,67513,81192,231323,115810,115513,29472,13529,15943
D0302,0,0,INDIA,Karnataka,Urban,Total,993622,425963,567659,68960,34994,33966,200203,87592,112611,151228,62144,89084,204144,81494,122650,277874,119298,158576,91213,40441,50772
D0302,0,0,INDIA,Karnataka,Urban,Rural,213826,80505,133321,21502,11712,9790,43848,17008,26840,34858,12422,22436,45940,15547,30393,47455,15346,32109,20223,8470,11753
D0302,0,0,INDIA,Karnataka,Urban,Urban,779796,345458,434338,47458,23282,24176,156355,70584,85771,116370,49722,66648,158204,65947,92257,230419,103952,126467,70990,31971,39019
D0302,0,0,INDIA,Goa,Total,Total,106196,44464,61732,7347,3910,3437,20485,9088,11397,14365,5848,8517,17977,6943,11034,36796,14247,22549,9226,4428,4798
D0302,0,0,INDIA,Goa,Total,Rural,30885,12024,18861,3002,1798,1204,5648,2388,3260,4642,1714,2928,6147,2083,4064,7662,2109,5553,3784,1932,1852
D0302,0,0,INDIA,Goa,Total,Urban,75311,32440,42871,4345,2112,2233,14837,6700,8137,9723,4134,5589,11830,4860,6970,29134,12138,16996,5442,2496,2946
D0302,0,0,INDIA,Goa,Rural,Total,28415,10261,18154,1448,706,742,3864,1525,2339,3347,1154,2193,5169,1639,3530,13649,4829,8820,938,408,530
D0302,0,0,INDIA,Goa,Rural,Rural,12049,3361,8688,822,389,433,1843,629,1214,1747,512,1235,2682,697,1985,4397,897,3500,558,237,321
D0302,0,0,INDIA,Goa,Rural,Urban,16366,6900,9466,626,317,309,2021,896,1125,1600,642,958,2487,942,1545,9252,3932,5320,380,171,209
D0302,0,0,INDIA,Goa,Urban,Total,69177,30498,38679,5668,3095,2573,15963,7299,8664,10465,4476,5989,12097,5053,7044,20474,8447,12027,4510,2128,2382
D0302,0,0,INDIA,Goa,Urban,Rural,15393,7126,8267,2093,1360,733,3606,1682,1924,2700,1145,1555,3214,1321,1893,2873,1146,1727,907,472,435
D0302,0,0,INDIA,Goa,Urban,Urban,53784,23372,30412,3575,1735,1840,12357,5617,6740,7765,3331,4434,8883,3732,5151,17601,7301,10300,3603,1656,1947
D0302,0,0,INDIA,Lakshadweep,Total,Total,15680,8566,7114,713,406,307,1817,889,928,1067,441,626,1321,482,839,1764,544,1220,8998,5804,3194
D0302,0,0,INDIA,Lakshadweep,Total,Rural,9643,5231,4412,229,97,132,542,191,351,386,85,301,610,111,499,988,159,829,6888,4588,2300
D0302,0,0,INDIA,Lakshadweep,Total,Urban,6037,3335,2702,484,309,175,1275,698,577,681,356,325,711,371,340,776,385,391,2110,1216,894
D0302,0,0,INDIA,Lakshadweep,Rural,Total,5641,2465,3176,430,260,170,1093,521,572,630,225,405,796,223,573,1125,238,887,1567,998,569
D0302,0,0,INDIA,Lakshadweep,Rural,Rural,3654,1350,2304,161,73,88,429,146,283,333,62,271,506,75,431,856,113,743,1369,881,488
D0302,0,0,INDIA,Lakshadweep,Rural,Urban,1987,1115,872,269,187,82,664,375,289,297,163,134,290,148,142,269,125,144,198,117,81
D0302,0,0,INDIA,Lakshadweep,Urban,Total,2855,1483,1372,195,108,87,520,267,253,343,176,167,385,197,188,442,206,236,970,529,441
D0302,0,0,INDIA,Lakshadweep,Urban,Rural,348,171,177,25,13,12,64,31,33,26,14,12,44,15,29,43,12,31,146,86,60
D0302,0,0,INDIA,Lakshadweep,Urban,Urban,2507,1312,1195,170,95,75,456,236,220,317,162,155,341,182,159,399,194,205,824,443,381
D0302,0,0,INDIA,Kerala,Total,Total,1291325,595294,696031,74058,36146,37912,263882,115308,148574,183262,81100,102162,246482,108876,137606,393298,192064,201234,130343,61800,68543
D0302,0,0,INDIA,Kerala,Total,Rural,197481,82542,114939,16842,9090,7752,46449,19557,26892,28090,10818,17272,36336,13718,22618,55451,22476,32975,14313,6883,7430
D0302,0,0,INDIA,Kerala,Total,Urban,1093844,512752,581092,57216,27056,30160,217433,95751,121682,155172,70282,84890,210146,95158,114988,337847,169588,168259,116030,54917,61113
D0302,0,0,INDIA,Kerala,Rural,Total,497217,226847,270370,27664,13594,14070,97292,41779,55513,69683,30269,39414,104236,45192,59044,174962,85106,89856,23380,10907,12473
D0302,0,0,INDIA,Kerala,Rural,Rural,123568,49881,73687,9461,4936,4525,27740,11376,16364,17622,6634,10988,24081,8777,15304,39440,15619,23821,5224,2539,2685
D0302,0,0,INDIA,Kerala,Rural,Urban,373649,176966,196683,18203,8658,9545,69552,30403,39149,52061,23635,28426,80155,36415,43740,135522,69487,66035,18156,8368,9788
D0302,0,0,INDIA,Kerala,Urban,Total,708298,329747,378551,42769,20843,21926,155162,68860,86302,105402,47546,57856,131840,59279,72561,198669,98079,100590,74456,35140,39316
D0302,0,0,INDIA,Kerala,Urban,Rural,57771,26067,31704,6437,3693,2744,15914,7143,8771,8712,3548,5164,10180,4206,5974,12496,5533,6963,4032,1944,2088
D0302,0,0,INDIA,Kerala,Urban,Urban,650527,303680,346847,36332,17150,19182,139248,61717,77531,96690,43998,52692,121660,55073,66587,186173,92546,93627,70424,33196,37228
D0302,0,0,INDIA,Tamil Nadu,Total,Total,1985157,923425,1061732,111575,57729,53846,362077,170243,191834,300415,140266,160149,407683,182692,224991,616837,285719,331118,186570,86776,99794
D0302,0,0,INDIA,Tamil Nadu,Total,Rural,498594,193362,305232,33660,18072,15588,84705,35297,49408,72253,28450,43803,105013,38374,66639,165163,57335,107828,37800,15834,21966
D0302,0,0,INDIA,Tamil Nadu,Total,Urban,1486563,730063,756500,77915,39657,38258,277372,134946,142426,228162,111816,116346,302670,144318,158352,451674,228384,223290,148770,70942,77828
D0302,0,0,INDIA,Tamil Nadu,Rural,Total,833434,376908,456526,41927,21247,20680,135591,61758,73833,123450,55958,67492,187945,82303,105642,304946,137902,167044,39575,17740,21835
D0302,0,0,INDIA,Tamil Nadu,Rural,Rural,320708,117779,202929,18288,9159,9129,51223,20573,30650,46259,17623,28636,70581,24623,45958,120867,40512,80355,13490,5289,8201
D0302,0,0,INDIA,Tamil Nadu,Rural,Urban,512726,259129,253597,23639,12088,11551,84368,41185,43183,77191,38335,38856,117364,57680,59684,184079,97390,86689,26085,12451,13634
D0302,0,0,INDIA,Tamil Nadu,Urban,Total,1015261,484746,530515,64686,34072,30614,211916,102079,109837,164162,78717,85445,203572,93457,110115,283763,135860,147903,87162,40561,46601
D0302,0,0,INDIA,Tamil Nadu,Urban,Rural,143170,62209,80961,13919,8231,5688,29578,13167,16411,22718,9603,13115,30363,12268,18095,37293,14646,22647,9299,4294,5005
D0302,0,0,INDIA,Tamil Nadu,Urban,Urban,872091,422537,449554,50767,25841,24926,182338,88912,93426,141444,69114,72330,173209,81189,92020,246470,121214,125256,77863,36267,41596
D0302,0,0,INDIA,Puducherry,Total,Total,288834,121467,167367,13101,5967,7134,50755,21403,29352,46481,19261,27220,60822,24368,36454,59947,22144,37803,57728,28324,29404
D0302,0,0,INDIA,Puducherry,Total,Rural,159399,65144,94255,6750,3076,3674,26224,10656,15568,25815,10406,15409,33542,13004,20538,30916,9728,21188,36152,18274,17878
D0302,0,0,INDIA,Puducherry,Total,Urban,129435,56323,73112,6351,2891,3460,24531,10747,13784,20666,8855,11811,27280,11364,15916,29031,12416,16615,21576,10050,11526
D0302,0,0,INDIA,Puducherry,Rural,Total,72163,23819,48344,3040,1249,1791,12383,4386,7997,11562,4048,7514,16579,5389,11190,21086,5312,15774,7513,3435,4078
D0302,0,0,INDIA,Puducherry,Rural,Rural,57863,18194,39669,2358,961,1397,9634,3276,6358,9369,3182,6187,13418,4194,9224,16702,3650,13052,6382,2931,3451
D0302,0,0,INDIA,Puducherry,Rural,Urban,14300,5625,8675,682,288,394,2749,1110,1639,2193,866,1327,3161,1195,1966,4384,1662,2722,1131,504,627
D0302,0,0,INDIA,Puducherry,Urban,Total,189284,84759,104525,9717,4586,5131,37318,16635,20683,34023,14877,19146,43103,18566,24537,37193,16325,20868,27930,13770,14160
D0302,0,0,INDIA,Puducherry,Urban,Rural,83106,38043,45063,4243,2064,2179,16124,7229,8895,16018,7074,8944,19604,8650,10954,13438,5922,7516,13679,7104,6575
D0302,0,0,INDIA,Puducherry,Urban,Urban,106178,46716,59462,5474,2522,2952,21194,9406,11788,18005,7803,10202,23499,9916,13583,23755,10403,13352,14251,6666,7585
D0302,0,0,INDIA,Andaman & Nicobar Islands,Total,Total,20700,9411,11289,2135,1046,1089,6757,2928,3829,3993,1790,2203,3334,1495,1839,2475,1158,1317,2006,994,1012
D0302,0,0,INDIA,Andaman & Nicobar Islands,Total,Rural,7372,3356,4016,749,406,343,1862,828,1034,1480,638,842,1444,596,848,1046,450,596,791,438,353
D0302,0,0,INDIA,Andaman & Nicobar Islands,Total,Urban,13328,6055,7273,1386,640,746,4895,2100,2795,2513,1152,1361,1890,899,991,1429,708,721,1215,556,659
D0302,0,0,INDIA,Andaman & Nicobar Islands,Rural,Total,5388,2347,3041,475,242,233,1511,653,858,1099,479,620,1039,421,618,929,386,543,335,166,169
D0302,0,0,INDIA,Andaman & Nicobar Islands,Rural,Rural,2968,1196,1772,271,134,137,694,272,422,642,267,375,651,240,411,522,185,337,188,98,90
D0302,0,0,INDIA,Andaman & Nicobar Islands,Rural,Urban,2420,1151,1269,204,108,96,817,381,436,457,212,245,388,181,207,407,201,206,147,68,79
D0302,0,0,INDIA,Andaman & Nicobar Islands,Urban,Total,12612,5782,6830,1464,693,771,4711,2013,2698,2451,1123,1328,1913,903,1010,1253,627,626,820,423,397
D0302,0,0,INDIA,Andaman & Nicobar Islands,Urban,Rural,3085,1501,1584,394,227,167,918,423,495,596,268,328,600,273,327,386,193,193,191,117,74
D0302,0,0,INDIA,Andaman & Nicobar Islands,Urban,Urban,9527,4281,5246,1070,466,604,3793,1590,2203,1855,855,1000,1313,630,683,867,434,433,629,306,323
D0302,0,0,INDIA,Last residence outside India,Total,Total,5491194,2513665,2977529,199375,117611,81764,489591,211653,277938,423211,163969,259242,761876,286806,475070,3069045,1438829,1630216,548096,294797,253299
D0302,0,0,INDIA,Last residence outside India,Total,Rural,2651342,1066496,1584846,93070,55538,37532,210354,69743,140611,201882,55627,146255,395061,111009,284052,1479383,625408,853975,271592,149171,122421
D0302,0,0,INDIA,Last residence outside India,Total,Urban,2839852,1447169,1392683,106305,62073,44232,279237,141910,137327,221329,108342,112987,366815,175797,191018,1589662,813421,776241,276504,145626,130878
D0302,0,0,INDIA,Countries in Asia beyond India,Total,Total,4509010,2150435,2358575,143736,90649,53087,337434,155509,181925,303674,125497,178177,597303,240669,356634,2816874,1375818,1441056,309989,162293,147696
D0302,0,0,INDIA,Countries in Asia beyond India,Total,Rural,2127319,920328,1206991,69084,44943,24141,146334,55158,91176,144051,45000,99051,304322,97138,207184,1325610,605893,719717,137918,72196,65722
D0302,0,0,INDIA,Countries in Asia beyond India,Total,Urban,2381691,1230107,1151584,74652,45706,28946,191100,100351,90749,159623,80497,79126,292981,143531,149450,1491264,769925,721339,172071,90097,81974
D0302,0,0,INDIA,Countries in Asia beyond India,Afganistan,Total,6596,3514,3082,355,249,106,1093,623,470,633,305,328,2217,1110,1107,1865,979,886,433,248,185
D0302,0,0,INDIA,Countries in Asia beyond India,Afganistan,Rural,468,182,286,23,22,1,74,33,41,56,19,37,99,16,83,136,38,98,80,54,26
D0302,0,0,INDIA,Countries in Asia beyond India,Afganistan,Urban,6128,3332,2796,332,227,105,1019,590,429,577,286,291,2118,1094,1024,1729,941,788,353,194,159
D0302,0,0,INDIA,Countries in Asia beyond India,Bangladesh,Total,2304305,1176696,1127609,21961,11293,10668,62403,28297,34106,87454,39686,47768,270095,126485,143610,1760917,915974,844943,101475,54961,46514
D0302,0,0,INDIA,Countries in Asia beyond India,Bangladesh,Rural,1116911,569979,546932,8208,4125,4083,22906,9775,13131,37565,16414,21151,131005,61125,69880,873192,453217,419975,44035,25323,18712
D0302,0,0,INDIA,Countries in Asia beyond India,Bangladesh,Urban,1187394,606717,580677,13753,7168,6585,39497,18522,20975,49889,23272,26617,139090,65360,73730,887725,462757,424968,57440,29638,27802
D0302,0,0,INDIA,Countries in Asia beyond India,Bhutan,Total,9007,4508,4499,605,345,260,1970,1098,872,1271,671,600,1932,967,965,2597,1082,1515,632,345,287
D0302,0,0,INDIA,Countries in Asia beyond India,Bhutan,Rural,4220,1674,2546,252,168,84,719,381,338,512,203,309,783,239,544,1605,494,1111,349,189,160
D0302,0,0,INDIA,Countries in Asia beyond India,Bhutan,Urban,4787,2834,1953,353,177,176,1251,717,534,759,468,291,1149,728,421,992,588,404,283,156,127
D0302,0,0,INDIA,Countries in Asia beyond India,China,Total,13537,9763,3774,2484,2188,296,2450,1880,570,1817,1421,396,1919,1447,472,4392,2542,1850,475,285,190
D0302,0,0,INDIA,Countries in Asia beyond India,China,Rural,8369,6469,1900,1804,1654,150,1348,1195,153,1010,876,134,1126,924,202,2829,1639,1190,252,181,71
D0302,0,0,INDIA,Countries in Asia beyond India,China,Urban,5168,3294,1874,680,534,146,1102,685,417,807,545,262,793,523,270,1563,903,660,223,104,119
D0302,0,0,INDIA,Countries in Asia beyond India,Indonesia,Total,1182,517,665,128,71,57,321,131,190,166,70,96,171,77,94,316,121,195,80,47,33
D0302,0,0,INDIA,Countries in Asia beyond India,Indonesia,Rural,184,69,115,19,12,7,29,9,20,23,6,17,30,3,27,54,20,34,29,19,10
D0302,0,0,INDIA,Countries in Asia beyond India,Indonesia,Urban,998,448,550,109,59,50,292,122,170,143,64,79,141,74,67,262,101,161,51,28,23
D0302,0,0,INDIA,Countries in Asia beyond India,Iran,Total,1856,963,893,156,93,63,647,347,300,193,103,90,226,112,114,525,244,281,109,64,45
D0302,0,0,INDIA,Countries in Asia beyond India,Iran,Rural,137,91,46,37,28,9,38,23,15,3,2,1,25,12,13,25,17,8,9,9,0
D0302,0,0,INDIA,Countries in Asia beyond India,Iran,Urban,1719,872,847,119,65,54,609,324,285,190,101,89,201,100,101,500,227,273,100,55,45
D0302,0,0,INDIA,Countries in Asia beyond India,Iraq,Total,722,502,220,174,156,18,200,134,66,54,35,19,56,32,24,188,110,78,50,35,15
D0302,0,0,INDIA,Countries in Asia beyond India,Iraq,Rural,202,184,18,98,95,3,42,38,4,14,13,1,12,9,3,24,17,7,12,12,0
D0302,0,0,INDIA,Countries in Asia beyond India,Iraq,Urban,520,318,202,76,61,15,158,96,62,40,22,18,44,23,21,164,93,71,38,23,15
D0302,0,0,INDIA,Countries in Asia beyond India,Japan,Total,1346,675,671,205,115,90,550,304,246,189,85,104,149,63,86,157,62,95,96,46,50
D0302,0,0,INDIA,Countries in Asia beyond India,Japan,Rural,154,79,75,25,19,6,50,33,17,18,6,12,25,7,18,24,7,17,12,7,5
D0302,0,0,INDIA,Countries in Asia beyond India,Japan,Urban,1192,596,596,180,96,84,500,271,229,171,79,92,124,56,68,133,55,78,84,39,45
D0302,0,0,INDIA,Countries in Asia beyond India,Kuwait,Total,15371,9224,6147,2692,1959,733,3715,2207,1508,2159,1193,966,2773,1524,1249,2988,1650,1338,1044,691,353
D0302,0,0,INDIA,Countries in Asia beyond India,Kuwait,Rural,5162,3430,1732,1394,1068,326,1366,879,487,610,373,237,770,461,309,650,381,269,372,268,104
D0302,0,0,INDIA,Countries in Asia beyond India,Kuwait,Urban,10209,5794,4415,1298,891,407,2349,1328,1021,1549,820,729,2003,1063,940,2338,1269,1069,672,423,249
D0302,0,0,INDIA,Countries in Asia beyond India,Malaysia,Total,11284,5774,5510,898,604,294,1962,1234,728,918,531,387,922,479,443,5747,2407,3340,837,519,318
D0302,0,0,INDIA,Countries in Asia beyond India,Malaysia,Rural,5609,3002,2607,443,344,99,843,620,223,302,219,83,324,182,142,3211,1318,1893,486,319,167
D0302,0,0,INDIA,Countries in Asia beyond India,Malaysia,Urban,5675,2772,2903,455,260,195,1119,614,505,616,312,304,598,297,301,2536,1089,1447,351,200,151
D0302,0,0,INDIA,Countries in Asia beyond India,Maldives,Total,835,430,405,191,102,89,335,158,177,91,54,37,71,36,35,53,23,30,94,57,37
D0302,0,0,INDIA,Countries in Asia beyond India,Maldives,Rural,168,114,54,58,37,21,53,37,16,19,15,4,11,7,4,15,7,8,12,11,1
D0302,0,0,INDIA,Countries in Asia beyond India,Maldives,Urban,667,316,351,133,65,68,282,121,161,72,39,33,60,29,31,38,16,22,82,46,36
D0302,0,0,INDIA,Countries in Asia beyond India,Mayanmar,Total,36419,17532,18887,1147,631,516,4315,1976,2339,3264,1526,1738,4654,2137,2517,21293,10422,10871,1746,840,906
D0302,0,0,INDIA,Countries in Asia beyond India,Mayanmar,Rural,10558,5099,5459,273,157,116,1398,636,762,1517,725,792,2096,974,1122,4780,2334,2446,494,273,221
D0302,0,0,INDIA,Countries in Asia beyond India,Mayanmar,Urban,25861,12433,13428,874,474,400,2917,1340,1577,1747,801,946,2558,1163,1395,16513,8088,8425,1252,567,685
D0302,0,0,INDIA,Countries in Asia beyond India,Nepal,Total,778224,254608,523616,52990,33228,19762,135548,56124,79424,115125,38938,76187,179678,48594,131084,240229,56924,183305,54654,20800,33854
D0302,0,0,INDIA,Countries in Asia beyond India,Nepal,Rural,495031,100251,394780,30434,19274,11160,73032,20904,52128,67724,13118,54606,116438,15377,101061,173501,21473,152028,33902,10105,23797
D0302,0,0,INDIA,Countries in Asia beyond India,Nepal,Urban,283193,154357,128836,22556,13954,8602,62516,35220,27296,47401,25820,21581,63240,33217,30023,66728,35451,31277,20752,10695,10057
D0302,0,0,INDIA,Countries in Asia beyond India,Pakistan,Total,707974,367129,340845,6405,3134,3271,20493,9616,10877,19239,8939,10300,35322,16628,18694,558032,289003,269029,68483,39809,28674
D0302,0,0,INDIA,Countries in Asia beyond India,Pakistan,Rural,188256,103356,84900,1500,717,783,4604,1932,2672,4114,1565,2549,7399,2907,4492,149482,81320,68162,21157,14915,6242
D0302,0,0,INDIA,Countries in Asia beyond India,Pakistan,Urban,519718,263773,255945,4905,2417,2488,15889,7684,8205,15125,7374,7751,27923,13721,14202,408550,207683,200867,47326,24894,22432
D0302,0,0,INDIA,Countries in Asia beyond India,Saudi Arabia,Total,37112,26158,10954,9099,7336,1763,10015,6873,3142,5903,3730,2173,6273,4061,2212,2611,1814,797,3211,2344,867
D0302,0,0,INDIA,Countries in Asia beyond India,Saudi Arabia,Rural,16226,12051,4175,4822,3999,823,4429,3224,1205,2501,1620,881,2407,1613,794,846,618,228,1221,977,244
D0302,0,0,INDIA,Countries in Asia beyond India,Saudi Arabia,Urban,20886,14107,6779,4277,3337,940,5586,3649,1937,3402,2110,1292,3866,2448,1418,1765,1196,569,1990,1367,623
D0302,0,0,INDIA,Countries in Asia beyond India,Singapore,Total,9678,5613,4065,1363,971,392,2545,1627,918,1184,728,456,955,559,396,2702,1119,1583,929,609,320
D0302,0,0,INDIA,Countries in Asia beyond India,Singapore,Rural,3466,2175,1291,521,416,105,723,596,127,284,199,85,306,201,105,1254,488,766,378,275,103
D0302,0,0,INDIA,Countries in Asia beyond India,Singapore,Urban,6212,3438,2774,842,555,287,1822,1031,791,900,529,371,649,358,291,1448,631,817,551,334,217
D0302,0,0,INDIA,Countries in Asia beyond India,Sri Lanka,Total,124709,61944,62765,1327,683,644,7168,3338,3830,4860,2269,2591,9779,4279,5500,96642,48832,47810,4933,2543,2390
D0302,0,0,INDIA,Countries in Asia beyond India,Sri Lanka,Rural,64116,31814,32302,505,259,246,2026,975,1051,1992,923,1069,4106,1781,2325,53072,26615,26457,2415,1261,1154
D0302,0,0,INDIA,Countries in Asia beyond India,Sri Lanka,Urban,60593,30130,30463,822,424,398,5142,2363,2779,2868,1346,1522,5673,2498,3175,43570,22217,21353,2518,1282,1236
D0302,0,0,INDIA,Countries in Asia beyond India,Turkey,Total,64,30,34,13,7,6,33,15,18,8,4,4,6,3,3,2,0,2,2,1,1
D0302,0,0,INDIA,Countries in Asia beyond India,Turkey,Rural,7,4,3,2,2,0,2,0,2,0,0,0,2,1,1,0,0,0,1,1,0
D0302,0,0,INDIA,Countries in Asia beyond India,Turkey,Urban,57,26,31,11,5,6,31,15,16,8,4,4,4,2,2,2,0,2,1,0,1
D0302,0,0,INDIA,Countries in Asia beyond India,United Arab Emirates,Total,69607,46188,23419,15842,12368,3474,18795,12292,6503,10649,6358,4291,12860,7592,5268,6590,4216,2374,4871,3362,1509
D0302,0,0,INDIA,Countries in Asia beyond India,United Arab Emirates,Rural,23809,17772,6037,7156,6010,1146,6094,4594,1500,3175,2118,1057,4011,2513,1498,1817,1291,526,1556,1246,310
D0302,0,0,INDIA,Countries in Asia beyond India,United Arab Emirates,Urban,45798,28416,17382,8686,6358,2328,12701,7698,5003,7474,4240,3234,8849,5079,3770,4773,2925,1848,3315,2116,1199
D0302,0,0,INDIA,Countries in Asia beyond India,Kazakstan,Total,79,36,43,9,5,4,34,17,17,16,6,10,13,4,9,4,1,3,3,3,0
D0302,0,0,INDIA,Countries in Asia beyond India,Kazakstan,Rural,25,13,12,2,1,1,13,12,1,3,0,3,4,0,4,3,0,3,0,0,0
D0302,0,0,INDIA,Countries in Asia beyond India,Kazakstan,Urban,54,23,31,7,4,3,21,5,16,13,6,7,9,4,5,1,1,0,3,3,0
D0302,0,0,INDIA,Countries in Asia beyond India,Vietnam,Total,1003,244,759,31,14,17,153,50,103,124,30,94,182,28,154,396,77,319,117,45,72
D0302,0,0,INDIA,Countries in Asia beyond India,Vietnam,Rural,610,74,536,16,4,12,70,11,59,80,8,72,125,8,117,230,11,219,89,32,57
D0302,0,0,INDIA,Countries in Asia beyond India,Vietnam,Urban,393,170,223,15,10,5,83,39,44,44,22,22,57,20,37,166,66,100,28,13,15
D0302,0,0,INDIA,Countries in Asia beyond India,Elsewhere,Total,378100,158387,219713,25661,15097,10564,62689,27168,35521,48357,18815,29542,67050,24452,42598,108628,38216,70412,65715,34639,31076
D0302,0,0,INDIA,Countries in Asia beyond India,Elsewhere,Rural,183631,62446,121185,11492,6532,4960,26475,9251,17224,22529,6578,15951,33218,8778,24440,58860,14588,44272,31057,16719,14338
D0302,0,0,INDIA,Countries in Asia beyond India,Elsewhere,Urban,194469,95941,98528,14169,8565,5604,36214,17917,18297,25828,12237,13591,33832,15674,18158,49768,23628,26140,34658,17920,16738
D0302,0,0,INDIA,Countries in Europe,Total,Total,106580,39396,67184,10882,5617,5265,21472,8611,12861,13955,4754,9201,17803,5224,12579,26265,6728,19537,16203,8462,7741
D0302,0,0,INDIA,Countries in Europe,Total,Rural,50921,12780,38141,4207,2064,2143,7713,1999,5714,6203,1246,4957,9301,1438,7863,15545,1869,13676,7952,4164,3788
D0302,0,0,INDIA,Countries in Europe,Total,Urban,55659,26616,29043,6675,3553,3122,13759,6612,7147,7752,3508,4244,8502,3786,4716,10720,4859,5861,8251,4298,3953
D0302,0,0,INDIA,Countries in Europe,France,Total,1597,798,799,314,163,151,457,245,212,225,109,116,214,98,116,227,109,118,160,74,86
D0302,0,0,INDIA,Countries in Europe,France,Rural,282,136,146,81,37,44,71,36,35,35,20,15,27,12,15,50,25,25,18,6,12
D0302,0,0,INDIA,Countries in Europe,France,Urban,1315,662,653,233,126,107,386,209,177,190,89,101,187,86,101,177,84,93,142,68,74
D0302,0,0,INDIA,Countries in Europe,Germany,Total,2271,1157,1114,403,202,201,714,377,337,282,140,142,291,143,148,391,194,197,190,101,89
D0302,0,0,INDIA,Countries in Europe,Germany,Rural,597,292,305,143,72,71,157,82,75,64,27,37,68,27,41,124,63,61,41,21,20
D0302,0,0,INDIA,Countries in Europe,Germany,Urban,1674,865,809,260,130,130,557,295,262,218,113,105,223,116,107,267,131,136,149,80,69
D0302,0,0,INDIA,Countries in Europe,Portugal,Total,122,61,61,26,14,12,31,14,17,11,6,5,16,7,9,31,15,16,7,5,2
D0302,0,0,INDIA,Countries in Europe,Portugal,Rural,38,18,20,19,10,9,7,2,5,5,3,2,3,1,2,2,1,1,2,1,1
D0302,0,0,INDIA,Countries in Europe,Portugal,Urban,84,43,41,7,4,3,24,12,12,6,3,3,13,6,7,29,14,15,5,4,1
D0302,0,0,INDIA,Countries in Europe,UK,Total,11304,5867,5437,2667,1413,1254,3506,1823,1683,1371,677,694,1087,548,539,1392,734,658,1281,672,609
D0302,0,0,INDIA,Countries in Europe,UK,Rural,2174,1158,1016,923,495,428,543,297,246,174,85,89,130,63,67,131,68,63,273,150,123
D0302,0,0,INDIA,Countries in Europe,UK,Urban,9130,4709,4421,1744,918,826,2963,1526,1437,1197,592,605,957,485,472,1261,666,595,1008,522,486
